episode,reward,avg_loss,loss_std,reward_std,win,lose,length,max_q,min_q,mean_q,epsilon
1,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,1.0
2,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.048809845,-0.005932806,0.995
3,18.0,0.0,0.0,0.0,0,1,3,0.06905648,-0.051691692,-0.0064738616,0.990025
4,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.048809845,-0.005932806,0.985074875
5,17.0,0.0,0.0,0.0,0,1,4,0.06905648,-0.050392974,-0.006229818,0.9801495006250001
6,18.0,0.0,0.0,0.0,0,1,3,0.06905648,-0.050392974,-0.0061705653,0.9752487531218751
7,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.048809845,-0.005932806,0.9703725093562657
8,7.0,0.0,0.0,0.0,0,1,4,0.06905648,-0.051691692,-0.0061302655,0.9655206468094844
9,6.0,0.0,0.0,0.0,0,1,5,0.069247924,-0.051691692,-0.0062266286,0.960693043575437
10,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.9558895783575597
11,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.048809845,-0.005932806,0.9511101304657719
12,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.051691692,-0.006327726,0.946354579813443
13,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.050392974,-0.00617019,0.9416228069143757
14,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.9369146928798039
15,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.050392974,-0.00617019,0.9322301194154049
16,18.0,0.0,0.0,0.0,0,1,3,0.06905648,-0.051691692,-0.0064738616,0.9275689688183278
17,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.9229311239742362
18,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.918316468354365
19,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.050392974,-0.00617019,0.9137248860125932
20,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.9091562615825302
21,24.0,0.0,0.0,0.0,0,1,7,0.069451876,-0.051691692,-0.006377824,0.9046104802746175
22,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.9000874278732445
23,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.8955869907338783
24,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.8911090557802088
25,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.048809845,-0.005932806,0.8866535105013078
26,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.8822202429488013
27,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.8778091417340573
28,0,0.0,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.8734200960253871
29,-1.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.048809845,-0.005932806,0.8690529955452602
30,9.0,0.0,0.0,0.0,0,1,2,0.06905648,-0.050392974,-0.00617019,0.8647077305675338
31,0,24.525005340576172,0.0,0.0,0,1,1,0.06905648,-0.048809845,-0.0059328056,0.8603841919146962
32,0,19.69244384765625,0.0,0.0,0,1,1,0.050511893,-0.15435478,-0.0742411,0.8560822709551227
33,34.0,11.737025942121234,2.930182405605951,0.0,0,1,7,1.8891728,-0.5457964,0.18241356,0.851801859600347
34,36.0,3.647678995132446,1.0982028616873538,0.0,0,1,5,3.1823277,-0.46582323,0.76408815,0.8475428503023453
35,15.0,1.4832777579625447,0.34556451555723194,0.0,0,1,6,4.46059,-0.9724301,1.0600669,0.8433051360508336
36,0,1.593057632446289,0.0,0.0,0,1,1,3.6520536,-0.87124866,0.88811874,0.8390886103705794
37,0,2.7794411182403564,0.0,0.0,0,1,1,3.4554777,-0.8531387,0.82053185,0.8348931673187264
38,0,1.1722971200942993,0.0,0.0,0,1,1,3.037094,-0.7741871,0.7132684,0.8307187014821328
39,9.0,1.9798393249511719,0.07256102561950684,0.0,0,1,2,3.004024,-0.72888464,0.6860517,0.8265651079747222
40,-1.0,1.1551201343536377,0.15703868865966797,0.0,0,1,2,2.6405625,-0.6334723,0.61024153,0.8224322824348486
41,0,1.207051157951355,0.0,0.0,0,1,1,2.4859388,-0.5668921,0.6424288,0.8183201210226743
42,8.0,6.0729756355285645,1.1893287738747664,0.0,0,1,3,2.9940264,-0.5473076,0.81189984,0.8142285204175609
43,0,3.655850887298584,0.0,0.0,0,1,1,2.5010257,-0.13758975,0.9225071,0.810157377815473
44,0,3.1847846508026123,0.0,0.0,0,1,1,2.5734987,0.0780381,1.0655931,0.8061065909263957
45,16.0,2.077423119544983,0.4963325722846728,0.0,0,1,5,6.2327523,-0.053403106,2.0771966,0.8020760579717637
46,8.0,2.425013780593872,0.21064643280674317,0.0,0,1,3,10.586066,0.06500387,3.217908,0.798065677681905
